no	ono	date	uno	mno	quantity	togo	options	optionqty	price	complete
1831	17646047	2024-08-21	41	124	2	0	7	1	14700	1
1832	17657048	2024-08-21	53	135	3	0	6	2	14300	1
1833	17663049	2024-08-21	75	57	1	0	6	1	5900	1
1834	17673050	2024-08-21	87	65	3	0	6	2	24500	1
1835	17682051	2024-08-21	93	44	2	0	6	1	8800	1
1836	17694052	2024-08-21	97	76	3	0			9900	1
1837	17706053	2024-08-21	98	124	2	0	6	2	16200	1
1838	17716054	2024-08-21	105	118	3	0			21900	1
1839	17725055	2024-08-21	121	104	1	0	1,6	1,1	8500	1
1840	17737056	2024-08-21	139	129	3	0	6	1	13300	1
1841	17744057	2024-08-21	2	71	2	0			6400	1
1842	17752058	2024-08-21	18	36	3	0			11700	1
1843	17762059	2024-08-21	42	42	3	0			14700	1
1844	17776060	2024-08-21	48	122	2	0	7	2	15600	1
1845	17781061	2024-08-21	60	8	1	0	1,3	1,1	5500	1
1846	17797062	2024-08-21	79	129	2	0	6	1	9200	1
1847	17803063	2024-08-21	86	60	1	0			5500	1
1848	17816064	2024-08-21	87	119	3	0	7	1	24200	1
1849	17828065	2024-08-21	100	138	3	0	6	2	13700	1
1850	17831066	2024-08-21	128	17	1	0	6	1	4200	1
1851	17841067	2024-08-21	139	4	2	0	1,2,3	2,2,2	9000	1
1852	17858068	2024-08-21	1	139	3	0			11700	1
1853	17862069	2024-08-21	11	39	3	0	6	2	15500	1
1854	17871070	2024-08-21	34	29	1	0	1	1	4700	1
1855	17882071	2024-08-21	43	37	1	0	6	1	4900	1
1856	17895072	2024-08-21	55	110	1	0	1,6,8	1,1,1	9000	1
1857	17908073	2024-08-21	57	144	3	0	6	2	13700	1
1858	17914074	2024-08-21	58	84	2	0			4600	1
1859	17928075	2024-08-21	89	138	2	0	6	1	8800	1
1860	17932076	2024-08-21	92	33	1	0			4900	1
1861	17942077	2024-08-21	111	39	1	0	6	1	5500	1
1862	17954078	2024-08-21	114	82	1	0			2300	1
1863	17966079	2024-08-21	117	121	3	0	6,7	2,1	25300	1
1864	17973080	2024-08-21	120	47	2	0	2,6	1,2	13500	1
1865	17981081	2024-08-21	139	19	3	0	1,3,6	1,1,1	13100	1
1866	17992082	2024-08-21	6	34	1	0	6	1	6500	1
1867	18005083	2024-08-21	9	103	2	0	1,6	1,1	9900	1
1868	18018084	2024-08-21	19	144	2	0			7800	1
1869	18022085	2024-08-21	23	41	3	0	6	1	15700	1
1870	18031086	2024-08-21	25	16	2	0	3	1	6500	1
1871	18048087	2024-08-21	46	142	2	0			7800	1
1872	18058088	2024-08-21	64	138	2	0			7800	1
1873	18062089	2024-08-21	65	38	3	0			11700	1
1874	18073090	2024-08-21	71	47	2	0	2,6	1,2	13500	1
1875	18087091	2024-08-21	79	132	2	0	6	2	10200	1
1876	18092092	2024-08-21	94	40	1	0	6	1	5500	1
1877	18108093	2024-08-21	113	137	2	0	6	1	8800	1
1878	18111094	2024-08-21	142	5	3	0	1,3	1,2	12000	1
1879	18124001	2024-08-22	21	92	1	0			2100	1
1880	18136002	2024-08-22	27	125	2	0			14000	1
1881	18146003	2024-08-22	33	117	1	0	6,7	1,1	8200	1
1882	18153004	2024-08-22	45	68	1	0	6	1	8500	1
1883	18162005	2024-08-22	76	41	3	0			14700	1
1884	18176006	2024-08-22	80	123	1	0	6	1	8300	1
1885	18188007	2024-08-22	102	145	1	0			3900	1
1886	18195008	2024-08-22	118	111	3	0	1,8	1,1	19500	1
1887	18208009	2024-08-22	127	137	3	0	6	2	13700	1
1888	18212010	2024-08-22	135	32	2	0			7800	1
1889	18221011	2024-08-22	148	20	3	0	1,3	1,2	12600	1
1890	18234012	2024-08-22	4	90	1	0			2400	1
1891	18245013	2024-08-22	38	109	3	0	1,8	1,1	16800	1
1892	18254014	2024-08-22	39	84	1	0			2300	1
1893	18265015	2024-08-22	48	96	3	0	6,8	2,2	27700	1
1894	18274016	2024-08-22	56	75	2	0			5400	1
1895	18281017	2024-08-22	65	1	1	0	1,2	1,1	2500	1
1896	18292018	2024-08-22	67	37	2	0	6	2	9800	1
1897	18305019	2024-08-22	80	96	1	0	6	1	8900	1
1898	18316020	2024-08-22	108	118	2	0	6,7	2,2	17600	1
1899	18323021	2024-08-22	138	54	3	0	2,8	1,1	22200	1
1900	18331022	2024-08-22	5	11	1	0	1,3	1,1	5000	1
1901	18343023	2024-08-22	11	67	3	0			22500	1
1902	18351024	2024-08-22	29	11	2	0	1,3,6	2,1,2	11500	1
1903	18355025	2024-08-22	29	108	2	0	1,6,7	2,2,2	13600	1
1904	18362026	2024-08-22	38	41	2	0	6	2	11800	1
1905	18372027	2024-08-22	79	45	2	0	6	1	10800	1
1906	18385028	2024-08-22	117	114	2	0			13800	1
1907	18397029	2024-08-22	133	130	1	0			4100	1
1908	18401030	2024-08-22	3	5	3	0	3	2	11500	1
1909	18417031	2024-08-22	24	128	2	0	6	2	10200	1
1910	18425032	2024-08-22	32	102	1	0			7100	1
1911	18431033	2024-08-22	35	23	3	0			10800	1
1912	18448034	2024-08-22	44	138	3	0	6	2	13700	1
1913	18452035	2024-08-22	60	32	3	0	6	1	12700	1
1914	18452036	2024-08-22	60	33	1	0	6	1	5900	1
1915	18461037	2024-08-22	86	28	3	0	2	1	12500	1
1916	18475038	2024-08-22	91	100	3	0	1,6,7	1,1,2	22300	1
1917	18483039	2024-08-22	95	61	3	0	6	2	18500	1
1918	18498040	2024-08-22	122	140	3	0	6	2	13700	1
1919	18502041	2024-08-22	130	38	1	0			3900	1
1920	18511042	2024-08-22	140	20	1	0	3,6	1,1	5200	1
1921	18528043	2024-08-22	21	143	2	0			7800	1
1922	18531044	2024-08-22	27	3	3	0	1,6,8	2,2,1	11500	1
1923	18542045	2024-08-22	93	40	1	0	6	1	5500	1
1924	18551046	2024-08-22	108	30	1	0	2,6	1,1	5300	1
1925	18568047	2024-08-22	138	137	1	0	6	1	4900	1
1926	18572048	2024-08-22	4	42	2	0	6	2	11800	1
1927	18585049	2024-08-22	16	113	2	0	1,3,6	2,2,1	16000	1
1928	18595050	2024-08-22	21	101	1	0	1,6,8	1,1,1	7000	1
1929	18592051	2024-08-22	21	45	2	0	6	2	11800	1
1930	18606052	2024-08-22	34	123	2	0	6	2	16600	1
1931	18616053	2024-08-22	56	121	3	0	6,7	2,1	25300	1
1932	18624054	2024-08-22	67	78	2	0			6000	1
1933	18633055	2024-08-22	68	55	2	0			11800	1
1934	18642056	2024-08-22	69	41	1	0			4900	1
1935	18656057	2024-08-22	82	120	1	0	6,7	1,1	9400	1
1936	18668058	2024-08-22	89	140	3	0	6	1	12700	1
1937	18675059	2024-08-22	129	115	2	0	1,3,6	2,1,1	16900	1
1938	18682060	2024-08-22	21	41	1	0	6	1	5900	1
1939	18697061	2024-08-22	36	127	1	0	6	1	5100	1
1940	18702062	2024-08-22	52	35	1	0	6	1	6500	1
1941	18715063	2024-08-22	55	108	3	0	1,6,7	2,1,2	17400	1
1942	18727064	2024-08-22	57	129	1	0			4100	1
1943	18731065	2024-08-22	75	11	3	0	1,3,6	1,2,1	14500	1
1944	18745066	2024-08-22	89	99	2	0	6	2	17600	1
1945	18757067	2024-08-22	90	133	3	0			12300	1
1946	18765068	2024-08-22	94	100	1	0	1	1	7100	1
1947	18776069	2024-08-22	103	120	3	0	6	1	24700	1
1948	18785070	2024-08-22	107	105	2	0	1,8	1,2	13100	1
1949	18795071	2024-08-22	3	99	3	0	1,6,8	1,2,2	27900	1
1950	18804072	2024-08-22	5	77	2	0			13000	1
1951	18806073	2024-08-22	5	117	2	0	7	2	14400	1
1952	18813074	2024-08-22	19	48	3	0	2	1	18200	1
1953	18824075	2024-08-22	21	72	3	0			9600	1
1954	18835076	2024-08-22	22	105	2	0	8	1	11600	1
1955	18841077	2024-08-22	27	11	1	0	3	1	4500	1
1956	18857078	2024-08-22	53	130	3	0	6	2	14300	1
1957	18863079	2024-08-22	54	70	2	0	6	1	14800	1
1958	18874080	2024-08-22	95	82	1	0			2300	1
1959	18875081	2024-08-22	95	107	2	0	1,6	2,2	12000	1
1960	18888082	2024-08-22	121	140	1	0			3900	1
1961	18897083	2024-08-22	140	135	3	0			12300	1
1962	18903001	2024-08-23	14	60	1	0			5500	1
1963	18911002	2024-08-23	59	30	3	0	1,6	1,2	13900	1
1964	18923003	2024-08-23	63	58	3	0	6	1	21700	1
1965	18932004	2024-08-23	70	45	2	0			9800	1
1966	18944005	2024-08-23	103	87	1	0			3500	1
1967	18957006	2024-08-23	105	129	2	0	6	1	9200	1
1968	18953007	2024-08-23	105	69	3	0	6	2	22700	1
1969	18968008	2024-08-23	106	136	1	0	6	1	4900	1
1970	18977009	2024-08-23	115	129	3	0	6	2	14300	1
1971	18985010	2024-08-23	125	109	1	0	1	1	5600	1
1972	18997011	2024-08-23	137	135	1	0			4100	1
1973	19003012	2024-08-23	138	55	3	0			17700	1
1974	19012013	2024-08-23	7	39	3	0			13500	1
1975	19024014	2024-08-23	13	81	2	0			6000	1
1976	19032015	2024-08-23	27	35	3	0	6	2	18500	1
1977	19044016	2024-08-23	36	90	1	0			2400	1
1978	19056017	2024-08-23	43	125	2	0	6	1	15000	1
1979	19062018	2024-08-23	61	34	1	0	6	1	6500	1
1980	19074019	2024-08-23	85	89	1	0			2700	1
1981	19082020	2024-08-23	97	42	3	0	6	2	16700	1
1982	19098021	2024-08-23	107	141	1	0	6	1	4900	1
1983	19105022	2024-08-23	150	109	2	0	1	1	10700	1
1984	19112023	2024-08-23	19	37	1	0	6	1	4900	1
1985	19123024	2024-08-23	61	48	3	0	2,7	2,1	19200	1
1986	19135025	2024-08-23	70	112	2	0			12000	1
1987	19145026	2024-08-23	74	106	3	0	1,6,8	2,2,2	20900	1
1988	19152027	2024-08-23	79	45	2	0			9800	1
1989	19163028	2024-08-23	93	70	2	0	6	2	15800	1
1990	19172029	2024-08-23	97	43	2	0			7800	1
1991	19182030	2024-08-23	104	35	3	0	6	2	18500	1
1992	19192031	2024-08-23	108	33	3	0			14700	1
1993	19203032	2024-08-23	116	50	2	0	6,7	2,1	16300	1
1994	19216033	2024-08-23	129	120	1	0			7900	1
1995	19224034	2024-08-23	135	92	3	0			6300	1
1996	19236035	2024-08-23	145	116	1	0	7	1	5700	1
1997	19248036	2024-08-23	50	138	2	0			7800	1
1998	19254037	2024-08-23	52	76	1	0			3300	1
1999	19263038	2024-08-23	95	59	1	0	6	1	7500	1
2000	19271039	2024-08-23	115	5	2	0	1,3	2,1	8500	1
2001	19282040	2024-08-23	129	41	1	0	6	1	5900	1
2002	19298041	2024-08-23	135	144	1	0	6	1	4900	1
2003	19306042	2024-08-23	10	123	2	0	6,7	1,2	16600	1
2004	19315043	2024-08-23	11	100	2	0	1	1	13700	1
2005	19322044	2024-08-23	18	36	2	0	6	1	8800	1
2006	19334045	2024-08-23	21	82	2	0			4600	1
2007	19342046	2024-08-23	67	43	2	0			7800	1
2008	19356047	2024-08-23	71	124	1	0	7	1	7600	1
2009	19367048	2024-08-23	74	127	3	0	6	1	13300	1
2010	19375049	2024-08-23	80	112	1	0	1,6	1,1	7500	1
2011	19381050	2024-08-23	85	11	1	0	3,6	1,1	5500	1
2012	19391051	2024-08-23	88	8	1	0	1,3	1,1	5500	1
2013	19404052	2024-08-23	106	93	2	0			4200	1
2014	19417053	2024-08-23	130	127	1	0	6	1	5100	1
2015	19422054	2024-08-23	141	33	3	0	6	2	16700	1
2016	19431055	2024-08-23	148	6	2	0	1,8	2,1	9400	1
2017	19444056	2024-08-23	3	76	3	0			9900	1
2018	19452057	2024-08-23	13	33	1	0			4900	1
2019	19465058	2024-08-23	34	115	2	0	1,6	1,2	16900	1
2020	19478059	2024-08-23	38	137	2	0	6	2	9800	1
2021	19483060	2024-08-23	40	61	1	0	6	1	6500	1
2022	19493061	2024-08-23	44	64	3	0	6	2	18500	1
2023	19501062	2024-08-23	63	2	3	0	2,7	1,2	6000	1
2024	19514063	2024-08-23	64	77	3	0			19500	1
2025	19525064	2024-08-23	82	103	3	0	1,8	2,1	14600	1
2026	19533065	2024-08-23	98	62	1	0	6	1	7900	1
2027	19546066	2024-08-23	132	122	2	0	6,7	1,1	16100	1
2028	19554067	2024-08-23	147	91	1	0			2400	1
2029	19568068	2024-08-23	2	138	2	0			7800	1
2030	19572069	2024-08-23	10	41	2	0	6	1	10800	1
2031	19583070	2024-08-23	22	55	3	0	6	1	18700	1
2032	19592071	2024-08-23	31	38	3	0			11700	1
2033	19602072	2024-08-23	32	34	1	0	6	1	6500	1
2034	19613073	2024-08-23	73	69	2	0	6	2	15800	1
2035	19624074	2024-08-23	81	89	3	0			8100	1
2036	19637075	2024-08-23	96	129	3	0	6	2	14300	1
2037	19646076	2024-08-23	106	121	2	0			15200	1
2038	19655077	2024-08-23	117	97	3	0	6	1	18700	1
2039	19667078	2024-08-23	125	135	3	0	6	1	13300	1
2040	19662079	2024-08-23	125	35	1	0			5500	1
2041	19675080	2024-08-23	127	114	3	0	1,3,6	1,1,1	22700	1
2042	19686081	2024-08-23	10	117	3	0	7	2	21100	1
2043	19695082	2024-08-23	23	104	2	0	1,6	1,2	16500	1
2044	19702083	2024-08-23	42	31	2	0	6	2	11800	1
2045	19711084	2024-08-23	48	3	3	0	1,6,8	2,1,1	10500	1
2046	19721085	2024-08-23	59	7	3	0	1,2	2,1	13500	1
2047	19733086	2024-08-23	67	67	1	0			7500	1
2048	19748087	2024-08-23	77	140	2	0	6	2	9800	1
2049	19754088	2024-08-23	85	79	2	0			5600	1
2050	19762089	2024-08-23	96	32	2	0	6	1	8800	1
2051	19775090	2024-08-23	105	112	1	0	1,6	1,1	7500	1
2052	19781091	2024-08-23	138	27	1	0			3100	1
2053	19797092	2024-08-23	146	130	1	0			4100	1
2054	19803001	2024-08-24	10	59	1	0	6	1	7500	1
2055	19816002	2024-08-24	22	122	3	0	7	2	22900	1
2056	19828003	2024-08-24	30	140	3	0			11700	1
2057	19833004	2024-08-24	37	62	3	0			20700	1
2058	19843005	2024-08-24	38	52	1	0	6,7	1,1	8400	1
2059	19856006	2024-08-24	54	121	1	0	7	1	8100	1
2060	19864007	2024-08-24	80	80	2	0			6000	1
2061	19874008	2024-08-24	93	80	1	0			3000	1
2062	19887009	2024-08-24	96	135	1	0	6	1	5100	1
2063	19896010	2024-08-24	109	124	2	0	7	2	15200	1
2064	19906011	2024-08-24	112	125	2	0	6,7	2,2	17000	1
2065	19918012	2024-08-24	115	138	1	0	6	1	4900	1
2066	19923013	2024-08-24	120	59	1	0	6	1	7500	1
2067	19932014	2024-08-24	126	36	1	0	6	1	4900	1
2068	19945015	2024-08-24	131	101	1	0	1	1	5000	1
2069	19957016	2024-08-24	143	133	1	0	6	1	5100	1
2070	19955017	2024-08-24	143	110	2	0	1,6,8	1,1,1	15500	1
2071	19963018	2024-08-24	150	63	3	0	6	2	16700	1
2072	19976019	2024-08-24	22	123	2	0	6,7	1,1	16100	1
2073	19984020	2024-08-24	28	85	2	0			7000	1
2074	19993021	2024-08-24	38	58	2	0	6	1	14800	1
2075	20007022	2024-08-24	65	128	2	0			8200	1
2076	20014023	2024-08-24	79	92	1	0			2100	1
2077	20021024	2024-08-24	87	4	1	0	2,3	1,1	4000	1
2078	20031025	2024-08-24	107	14	2	0	1,6	1,2	11500	1
2079	20045026	2024-08-24	129	113	3	0	3,6	2,1	21500	1
2080	20055027	2024-08-24	133	98	2	0	1,6	2,2	12000	1
2081	20066028	2024-08-24	19	117	1	0	7	1	7200	1
2082	20073029	2024-08-24	22	66	2	0			15000	1
2083	20084030	2024-08-24	30	95	2	0			6200	1
2084	20092031	2024-08-24	32	41	1	0			4900	1
2085	20105032	2024-08-24	42	102	1	0	6	1	8100	1
2086	20116033	2024-08-24	48	123	1	0	6	1	8300	1
2087	20128034	2024-08-24	50	142	3	0	6	2	13700	1
2088	20133035	2024-08-24	95	47	1	0	6	1	6500	1
2089	20141036	2024-08-24	106	15	3	0	2,6	1,2	13000	1
2090	20152037	2024-08-24	127	35	1	0			5500	1
2091	20168038	2024-08-24	8	139	3	0	6	2	13700	1
2092	20178039	2024-08-24	9	145	2	0			7800	1
2093	20188040	2024-08-24	13	137	2	0	6	1	8800	1
2094	20197041	2024-08-24	19	128	3	0	6	2	14300	1
2095	20202042	2024-08-24	30	39	2	0			9000	1
2096	20211043	2024-08-24	34	14	1	0	1,7	1,1	5500	1
2097	20223044	2024-08-24	66	67	1	0			7500	1
2098	20232045	2024-08-24	87	37	1	0	6	1	4900	1
2099	20241046	2024-08-24	90	25	3	0	1,3	1,1	11500	1
2100	20258047	2024-08-24	110	137	3	0	6	1	12700	1
2101	20266048	2024-08-24	126	124	2	0	6,7	2,1	16700	1
2102	20277049	2024-08-24	5	133	2	0	6	1	9200	1
2103	20284050	2024-08-24	17	79	3	0			8400	1
2104	20296051	2024-08-24	60	121	3	0	6,7	1,2	24800	1
2105	20308052	2024-08-24	61	143	1	0	6	1	4900	1
2106	20313053	2024-08-24	75	63	1	0	6	1	5900	1
2107	20315054	2024-08-24	75	97	1	0	1	1	6400	1
2108	20327055	2024-08-24	116	129	3	0	6	1	13300	1
2109	20336056	2024-08-24	124	121	3	0	6,7	2,1	25300	1
2110	20347057	2024-08-24	128	132	1	0	6	1	5100	1
2111	20356058	2024-08-24	134	116	3	0	6,7	1,1	17100	1
2112	20366059	2024-08-24	144	124	3	0			21300	1
2113	20373060	2024-08-24	149	55	2	0			11800	1
2114	20384061	2024-08-24	18	86	3	0			7500	1
2115	20398062	2024-08-24	37	141	2	0	6	2	9800	1
2116	20401063	2024-08-24	63	26	1	0	2,7	1,1	4000	1
2117	20415064	2024-08-24	66	101	3	0	1	2	14500	1
2118	20426065	2024-08-24	97	117	1	0	6,7	1,1	8200	1
2119	20438066	2024-08-24	131	138	2	0			7800	1
2120	20446067	2024-08-24	6	116	1	0	6,7	1,1	6700	1
2121	20458068	2024-08-24	8	137	1	0	6	1	4900	1
2122	20462069	2024-08-24	9	41	1	0	6	1	5900	1
2123	20476070	2024-08-24	63	125	3	0	6,7	1,1	22500	1
2124	20486071	2024-08-24	66	120	1	0	6,7	1,1	9400	1
2125	20497072	2024-08-24	70	129	2	0	6	1	9200	1
2126	20504073	2024-08-24	82	74	3	0			11100	1
2127	20504074	2024-08-24	82	72	1	0			3200	1
2128	20514075	2024-08-24	123	90	2	0			4800	1
2129	20528076	2024-08-24	133	141	1	0			3900	1
2130	20532077	2024-08-24	9	36	2	0	6	2	9800	1
2131	20544078	2024-08-24	17	80	1	0			3000	1
2132	20553079	2024-08-24	22	50	2	0	6	1	14800	1
2133	20565080	2024-08-24	25	96	1	0	1,6	1,1	9400	1
2134	20576081	2024-08-24	26	122	1	0	6,7	1,1	8800	1
2135	20581082	2024-08-24	28	5	2	0	1	2	8000	1
2136	20596083	2024-08-24	63	119	2	0	6,7	2,1	18300	1
2137	20603084	2024-08-24	100	48	2	0	2,7	2,2	13800	1
2138	20613085	2024-08-24	114	47	3	0	6	1	17500	1
2139	20622086	2024-08-24	125	34	2	0	6	1	12000	1
2140	20632087	2024-08-24	136	42	1	0	6	1	5900	1
2141	20648001	2024-08-25	12	142	3	0	6	2	13700	1
2142	20658002	2024-08-25	45	137	2	0	6	2	9800	1
2143	20654003	2024-08-25	45	83	1	0			2300	1
2144	20666004	2024-08-25	53	116	2	0	6,7	1,1	11900	1
2145	20675005	2024-08-25	54	103	1	0	1,6,8	1,1,1	6700	1
2146	20684006	2024-08-25	55	93	3	0			6300	1
2147	20697007	2024-08-25	63	134	1	0	6	1	5100	1
2148	20701008	2024-08-25	64	18	1	0	3,6	1,1	4500	1
2149	20714009	2024-08-25	86	95	1	0			3100	1
2150	20723010	2024-08-25	112	50	1	0	7	1	7400	1
2151	20736011	2024-08-25	129	123	3	0			21900	1
2152	20747012	2024-08-25	130	128	1	0	6	1	5100	1
2153	20754013	2024-08-25	135	90	1	0			2400	1
2154	20764014	2024-08-25	137	77	3	0			19500	1
2155	20774015	2024-08-25	2	73	1	0			3500	1
2156	20781016	2024-08-25	3	5	1	0	1,3	1,1	4500	1
2157	20797017	2024-08-25	12	134	1	0			4100	1
2158	20806018	2024-08-25	15	123	2	0			14600	1
2159	20815019	2024-08-25	51	103	3	0	1,6,8	1,2,1	16100	1
2160	20828020	2024-08-25	65	144	2	0	6	2	9800	1
2161	20831021	2024-08-25	71	6	3	0	1,2,8	1,1,2	14100	1
2162	20841022	2024-08-25	73	10	3	0	3,7	2,1	12900	1
2163	20851023	2024-08-25	86	5	2	0	1	2	8000	1
2164	20864024	2024-08-25	107	73	1	0			3500	1
2165	20865025	2024-08-25	107	102	1	0	8	1	8100	1
2166	20871026	2024-08-25	145	24	2	0			7200	1
2167	20887027	2024-08-25	150	133	3	0	6	1	13300	1
2168	20892028	2024-08-25	36	36	1	0	6	1	4900	1
2169	20907029	2024-08-25	55	128	1	0	6	1	5100	1
2170	20917030	2024-08-25	73	131	1	0			4100	1
2171	20925031	2024-08-25	79	113	2	0	3,6	1,1	14500	1
2172	20931032	2024-08-25	89	15	1	0	2	1	4000	1
2173	20947033	2024-08-25	95	130	1	0	6	1	5100	1
2174	20951034	2024-08-25	98	8	2	0	3	1	9500	1
2175	20964035	2024-08-25	122	93	3	0			6300	1
2176	20976036	2024-08-25	134	120	1	0	6	1	8900	1
2177	20986037	2024-08-25	150	124	3	0	6,7	2,2	24300	1
2178	20998038	2024-08-25	12	137	3	0	6	2	13700	1
2179	21004039	2024-08-25	37	83	1	0			2300	1
2180	21011040	2024-08-25	43	6	2	0	2,8	2,2	10400	1
2181	21023041	2024-08-25	56	53	1	0	2,7	1,1	6900	1
2182	21037042	2024-08-25	69	134	3	0			12300	1
2183	21047043	2024-08-25	70	134	3	0	6	2	14300	1
2184	21057044	2024-08-25	74	126	2	0	6	2	10200	1
2185	21068045	2024-08-25	77	143	1	0	6	1	4900	1
2186	21077046	2024-08-25	92	132	3	0	6	1	13300	1
2187	21082047	2024-08-25	101	44	1	0			3900	1
2188	21096048	2024-08-25	104	117	1	0	6,7	1,1	8200	1
2189	21101049	2024-08-25	131	5	2	0	3	1	7500	1
2190	21115050	2024-08-25	12	108	3	0	6,7	1,1	15900	1
2191	21122051	2024-08-25	14	37	1	0			3900	1
2192	21132052	2024-08-25	28	42	3	0			14700	1
2193	21142053	2024-08-25	29	35	3	0			16500	1
2194	21151054	2024-08-25	42	13	3	0	1	1	13400	1
2195	21161055	2024-08-25	50	2	2	0	2,7	1,2	4500	1
2196	21177056	2024-08-25	71	135	2	0			8200	1
2197	21187057	2024-08-25	85	133	1	0	6	1	5100	1
2198	21198058	2024-08-25	103	140	3	0	6	2	13700	1
2199	21201059	2024-08-25	120	5	3	0	3	1	11000	1
2200	21217060	2024-08-25	124	131	2	0	6	2	10200	1
2201	21224061	2024-08-25	150	83	2	0			4600	1
2202	21235062	2024-08-25	27	101	1	0	1,6,8	1,1,1	7000	1
2203	21243063	2024-08-25	45	47	3	0	2,6	1,2	19000	1
2204	21256064	2024-08-25	48	118	1	0	6,7	1,1	8800	1
2205	21267065	2024-08-25	50	130	3	0			12300	1
2206	21271066	2024-08-25	56	1	2	0	2	1	3500	1
2207	21286067	2024-08-25	61	119	1	0	6,7	1,1	9400	1
2208	21296068	2024-08-25	74	118	2	0	6	1	15600	1
2209	21293069	2024-08-25	74	54	1	0	2,8	1,1	8400	1
2210	21305070	2024-08-25	113	104	3	0	6	1	22000	1
2211	21311071	2024-08-25	115	8	2	0	3	1	9500	1
2212	21321072	2024-08-25	2	25	2	0	1,3	2,2	9000	1
2213	21331073	2024-08-25	28	19	2	0	6	2	9400	1
2214	21346074	2024-08-25	43	121	2	0			15200	1
2215	21356075	2024-08-25	60	118	2	0			14600	1
2216	21365076	2024-08-25	61	96	1	0	1,8	1,1	9400	1
2217	21373077	2024-08-25	84	67	2	0			15000	1
2218	21381078	2024-08-25	103	19	2	0	6	2	9400	1
2219	21391079	2024-08-25	106	22	1	0	1,6,7	1,1,1	5400	1
2220	21408080	2024-08-25	113	136	3	0			11700	1
2221	21415081	2024-08-25	138	111	1	0	1,6,8	1,1,1	8500	1
2222	21424082	2024-08-25	141	85	2	0			7000	1
2223	21436083	2024-08-25	25	117	1	0	6	1	7700	1
2224	21443084	2024-08-25	41	59	1	0			6500	1
2225	21456085	2024-08-25	48	116	2	0			10400	1
2226	21463086	2024-08-25	51	60	3	0	6	1	17500	1
2227	21477087	2024-08-25	53	133	2	0			8200	1
2228	21488088	2024-08-25	59	138	2	0	6	2	9800	1
2229	21494089	2024-08-25	66	88	3	0			8100	1
2230	21506090	2024-08-25	70	122	1	0	6	1	8300	1
2231	21513091	2024-08-25	83	56	2	0	6	1	12200	1
2232	21528092	2024-08-25	115	140	3	0			11700	1
2233	21538093	2024-08-25	146	142	1	0	6	1	4900	1
2234	21544001	2024-08-26	30	78	1	0			3000	1
2235	21552002	2024-08-26	39	40	2	0			9000	1
2236	21565003	2024-08-26	41	101	1	0	1,6,8	1,1,1	7000	1
2237	21572004	2024-08-26	67	42	2	0			9800	1
2238	21588005	2024-08-26	113	143	1	0	6	1	4900	1
2239	21597006	2024-08-26	117	131	3	0			12300	1
2240	21606007	2024-08-26	131	119	2	0	6,7	2,1	18300	1
2241	21617008	2024-08-26	137	129	1	0	6	1	5100	1
2242	21621009	2024-08-26	25	1	1	0	2	1	2000	1
2243	21636010	2024-08-26	35	120	3	0	6,7	2,1	26200	1
2244	21645011	2024-08-26	58	110	3	0	6,8	2,1	22500	1
2245	21654012	2024-08-26	60	83	2	0			4600	1
2246	21667013	2024-08-26	76	131	3	0			12300	1
2247	21671014	2024-08-26	80	25	2	0	2,3	2,2	9000	1
2248	21684015	2024-08-26	87	82	2	0			4600	1
2249	21691016	2024-08-26	120	29	3	0	1,3	2,2	14600	1
2250	21707017	2024-08-26	125	134	1	0			4100	1
2251	21713018	2024-08-26	133	64	2	0			11000	1
2252	21725019	2024-08-26	140	107	1	0	1,6,7	1,1,1	6500	1
2253	21731020	2024-08-26	147	21	3	0	6	1	11200	1
2254	21741021	2024-08-26	6	14	1	0	1,6,7	1,1,1	6500	1
2255	21758022	2024-08-26	9	143	1	0	6	1	4900	1
2256	21767023	2024-08-26	17	128	1	0	6	1	5100	1
2257	21774024	2024-08-26	48	82	2	0			4600	1
2258	21788025	2024-08-26	56	140	1	0	6	1	4900	1
2259	21795026	2024-08-26	72	112	3	0	6,8	1,1	20000	1
2260	21808027	2024-08-26	74	140	2	0	6	2	9800	1
2261	21811028	2024-08-26	96	2	3	0	1,2	2,2	6500	1
2262	21824029	2024-08-26	106	85	2	0			7000	1
2263	21831030	2024-08-26	119	25	2	0	2,3	2,1	8500	1
2264	21847031	2024-08-26	130	130	1	0	6	1	5100	1
2265	21852032	2024-08-26	132	39	1	0	6	1	5500	1
2266	21862033	2024-08-26	138	31	2	0			9800	1
2267	21876034	2024-08-26	52	125	2	0			14000	1
2268	21884035	2024-08-26	54	84	2	0			4600	1
2269	21897036	2024-08-26	65	130	1	0			4100	1
2270	21905037	2024-08-26	82	103	1	0	1,6,8	1,1,1	6700	1
2271	21917038	2024-08-26	94	134	3	0	6	1	13300	1
2272	21925039	2024-08-26	102	102	3	0	6,8	2,2	25300	1
2273	21937040	2024-08-26	114	129	2	0	6	2	10200	1
2274	21945041	2024-08-26	130	110	2	0	6,8	2,1	16000	1
2275	21954042	2024-08-26	131	86	3	0			7500	1
2276	21968043	2024-08-26	133	138	2	0			7800	1
2277	21977044	2024-08-26	2	133	2	0			8200	1
2278	21983045	2024-08-26	12	59	2	0	6	1	14000	1
2279	21992046	2024-08-26	13	44	2	0	6	1	8800	1
2280	22001047	2024-08-26	54	20	3	0	1,3,6	2,1,2	14600	1
